ENSMUST00000000264	0.427750	2.030100	2.351150	1.286536	1.456901
ENSMUST00000000266	0.989382	0.804916	0.637568	0.474762	0.804379
ENSMUST00000000514	1.113435	2.146672	1.692000	1.959044	2.033892
ENSMUST00000000834	0.934469	0.423039	0.565126	0.561209	0.669737
ENSMUST00000001027	1.847896	2.330544	2.380962	2.301435	2.084911
ENSMUST00000001166	2.279983	1.895090	1.867743	2.469566	2.301750
ENSMUST00000001171	1.999996	1.594215	1.803744	2.024727	1.993533
ENSMUST00000001172	2.313502	2.496961	2.615848	2.454756	2.485647
ENSMUST00000001284	2.313502	2.220982	2.232267	2.222064	2.074486
ENSMUST00000001339	1.401476	1.929175	1.994005	1.438384	1.710871
ENSMUST00000001724	1.548110	2.100947	2.049965	1.769580	1.764964
ENSMUST00000002533	2.517175	1.658321	1.784977	2.303316	2.261252
ENSMUST00000003135	2.256322	1.391146	1.373596	2.134898	1.989619
ENSMUST00000003219	2.056433	1.918427	1.862860	1.983482	2.033892
ENSMUST00000003550	1.422016	2.149770	2.075034	2.005380	2.011472
ENSMUST00000003554	1.650391	1.656272	1.750782	1.467818	1.553896
ENSMUST00000003818	2.079298	2.280303	2.210806	2.232267	2.336032
ENSMUST00000004133	2.044432	1.656778	1.605152	1.867000	1.733600
ENSMUST00000004214	1.753681	1.418263	0.810709	1.258870	1.124133
ENSMUST00000004565	2.407509	2.496961	2.635663	2.436354	2.411113
ENSMUST00000004827	0.522426	1.140819	1.721030	0.518985	0.567778
ENSMUST00000004829	1.529608	1.115787	1.516406	1.615099	1.367118
ENSMUST00000004994	1.738754	1.384612	1.055288	1.205233	1.237986
ENSMUST00000005003	2.339257	2.164811	1.896952	2.510520	2.593288
ENSMUST00000005470	2.049574	1.259251	1.160639	2.285394	2.064436
ENSMUST00000005817	2.833757	2.329368	2.644488	2.484165	2.452958
ENSMUST00000005820	0.953232	0.800531	0.823584	1.023072	0.990498
ENSMUST00000005824	1.755719	1.908711	2.211044	2.051968	2.014213
ENSMUST00000005907	1.089428	1.517307	1.494134	1.077676	1.258396
ENSMUST00000006037	2.902537	2.535519	2.505559	2.805536	2.881244
ENSMUST00000006164	0.472524	0.761259	0.362505	0.422743	0.516108
ENSMUST00000006167	2.645025	2.813630	2.872340	2.766247	2.830593
ENSMUST00000006171	0.601959	0.857808	0.555368	0.700167	1.010468
ENSMUST00000006462	2.505979	2.454756	2.658569	2.649976	2.617078
ENSMUST00000006467	1.873952	1.894056	1.579111	2.001067	2.074486
ENSMUST00000006570	2.226974	2.161053	2.220670	1.969102	1.803461
ENSMUST00000006578	1.258623	0.825739	0.863400	0.905094	0.863224
ENSMUST00000006579	1.738979	1.882701	1.784977	2.023729	1.933361
ENSMUST00000006713	1.796185	1.205254	1.298315	1.187433	1.178497
ENSMUST00000006716	2.196976	1.610561	1.812350	1.910656	2.019996
ENSMUST00000006718	1.622166	1.060646	1.072547	1.261306	1.307995
ENSMUST00000006721	1.858624	1.499912	1.579111	1.618796	1.779260
ENSMUST00000006751	1.189485	0.921027	1.010909	0.941574	1.070440
ENSMUST00000007433	1.051894	0.694420	0.921670	0.982616	0.907809
ENSMUST00000007949	1.693707	2.024468	2.138907	1.061068	1.165449
ENSMUST00000008280	1.258898	1.946651	1.941846	1.710871	1.665166
ENSMUST00000008995	0.774673	0.609069	0.944418	0.599069	0.669737
ENSMUST00000009340	0.740711	2.279346	2.368233	1.072793	1.209143
ENSMUST00000009356	0.299149	0.804916	0.396561	0.561209	0.480084
ENSMUST00000009777	2.108830	1.340412	1.461281	0.908197	1.362688
ENSMUST00000010049	2.365709	2.783783	2.981082	2.612372	2.589733
ENSMUST00000010319	2.420231	2.076171	1.866488	1.943603	1.882701
ENSMUST00000010434	1.630431	2.303316	2.302481	1.951456	2.049574
ENSMUST00000010455	1.443797	1.676279	1.708054	1.339481	0.907809
ENSMUST00000010597	1.543099	1.510173	1.307367	1.888798	1.886054
ENSMUST00000010753	0.756453	0.300688	0.703365	0.775441	0.711348
ENSMUST00000012331	1.117422	0.699056	0.947439	0.880614	0.863224
ENSMUST00000013737	2.181685	2.341658	2.513431	2.459769	2.409743
ENSMUST00000013842	1.971349	2.016970	1.929672	2.054447	2.070643
ENSMUST00000014263	0.313219	1.013246	0.805072	0.700167	0.922576
